ChimeraID	HostBGC	HostOrganism	HostCompound	DonorBGC	DonorOrganism	DonorProtein	DonorProduct	DonorLength	SwapPosition	AssemblySize	MeanDJCS	MinDJCS	MaxDJCS	MeanDeltaH	Rescued	RescueLinker	ProteinIDs
CHM_06118	BGC0002021	Actinoplanes missouriensis 431	fogacin	BGC0001069	Sorangium cellulosum	AAY89053.1	polyketide synthase	5866	1	2	98.1557	98.1557	98.1557	0.29	False		AMIS_50350;AAY89053.1
CHM_08999	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0002083	Burkholderia gladioli	LvStA_05064	putative aldehyde dehydrogenase AldA	505	2	3	98.1548	97.4738	98.8359	0.285	False		AFJ52660.1;AFJ52712.1;LvStA_05064
CHM_04558	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002324	Archangium violaceum	JQX13_35820	myxochelin non-ribosomal peptide synthetase MxcG	1440	0	4	98.1504	96.6894	99.3624	0.2767	False		JQX13_35820;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_07565	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002253	Aspergillus sp. FM242	QKG86292.1	enoyl reductase	544	4	6	98.1504	91.3327	99.9754	0.1833	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;QKG86292.1;QPP46760.1
CHM_05754	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0000186	Burkholderia thailandensis E264	BTH_II1674	polyketide synthase	5628	2	3	98.1454	97.1722	99.1185	0.28	False		AAD37452.1;AAC26133.1;BTH_II1674
CHM_04562	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002480	Sphaerospermopsis sp. LEGE 00249	H5968_00880	fatty acyl-AMP ligase	626	0	4	98.142	96.6894	99.3372	0.2778	False		H5968_00880;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_07801	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002253	Aspergillus sp. FM242	QKG86297.1	fungal specific transcription factor domain protein	794	1	3	98.1367	96.2891	99.9843	0.22	False		ATEG_03629;QKG86297.1;ATEG_03635
CHM_05034	BGC0001857	Aspergillus sp. CLMG-2019a	burnettramic acid A	BGC0002869	Streptomyces sp. CB04723	HXS80_03340	DHA2 family efflux MFS transporter permease subunit	516	0	3	98.1339	96.3476	99.9203	0.235	False		HXS80_03340;QBE85647.1;QBE85649.1
CHM_07758	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000181	Bacillus velezensis FZB42	CAG23967.1	polyketide synthase type I	2334	2	6	98.1288	96.2891	99.929	0.248	False		QPP46759.1;QPP46749.1;CAG23967.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07907	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002480	Sphaerospermopsis sp. LEGE 00249	H5968_00880	fatty acyl-AMP ligase	626	2	3	98.1284	96.4633	99.7934	0.25	False		ATEG_03629;ATEG_03630;H5968_00880
CHM_06357	BGC0002141	Streptomyces bottropensis DO-45	trioxacarcin A	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus	AAM78012.1	warhead-forming iterative polyketide synthase	1977	2	5	98.1235	93.8982	99.9939	0.2217	False		AKT74259.1;AKT74266.1;AAM78012.1;AKT74272.1;AKT74287.1
CHM_09481	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001001	Lyngbya majuscula	AAS98782.1	JamK	1697	4	5	98.1145	95.9289	99.9801	0.2458	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AAS98782.1
CHM_06046	BGC0002021	Actinoplanes missouriensis 431	fogacin	BGC0000122	Nannocystis pusilla	AHN85651.1	Phn2	7362	1	2	98.1135	98.1135	98.1135	0.2933	False		AMIS_50350;AHN85651.1
CHM_07878	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002141	Streptomyces bottropensis DO-45	AKT74272.1	TxnRr1	500	0	3	98.1098	96.5205	99.6992	0.2583	False		AKT74272.1;ATEG_03630;ATEG_03635
CHM_04577	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001073	Micromonospora sp. TP-A0468	AFJ52660.1	nonribosomal peptide synthetase	520	3	4	98.1074	95.9289	99.9939	0.24	False		CAM59601.1;CAJ21198.2;CAJ21199.2;AFJ52660.1
CHM_04485	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000038	Streptomyces coelicolor A3(2)	CAB60189.1	putative oxidoreductase alpha-subunit	630	3	4	98.1054	95.9289	99.9879	0.2422	False		CAM59601.1;CAJ21198.2;CAJ21199.2;CAB60189.1
CHM_04537	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04326	polyketide synthase	2176	3	4	98.1054	95.9289	99.9879	0.2422	False		CAM59601.1;CAJ21198.2;CAJ21199.2;MYSTI_04326
CHM_04413	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001971	Okeania hirsuta	AZH23824.1	hypothetical protein	779	3	4	98.1012	95.9289	99.9754	0.2456	False		CAM59601.1;CAJ21198.2;CAJ21199.2;AZH23824.1
CHM_04539	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001827	Sarocladium sp. 'schorii'	AWM95793.1	R4 protein	632	1	4	98.0983	96.6894	99.2854	0.2822	False		CAM59601.1;AWM95793.1;CAJ21199.2;CAM59606.1
CHM_04514	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002190	Acremonium chrysogenum ATCC 11550	ACRE_048120	hypothetical protein	610	0	4	98.0976	96.6894	99.2041	0.2833	False		ACRE_048120;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_01567	BGC0000383	Photorhabdus laumondii subsp. laumondii TTO1	luminmycin A	BGC0000297	Planktothrix agardhii NIVA-CYA 126	CAM59601.1	non-ribosomal peptide synthetase/polyketide synthase hybrid enzyme	1416	2	6	98.0967	92.5037	99.9584	0.2267	False		PluTT01m_09560;PluTT01m_09655;CAM59601.1;PluTT01m_09685;PluTT01m_09690;PluTT01m_09695
CHM_09087	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000186	Burkholderia thailandensis E264	BTH_II1674	polyketide synthase	5628	0	3	98.0962	97.4246	98.7679	0.29	False		BTH_II1674;AFJ52712.1;AFJ52700.1
CHM_04529	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001299	Sorangium cellulosum	ALD83711.1	hypothetical protein	559	3	4	98.0956	95.9289	99.9584	0.2489	False		CAM59601.1;CAJ21198.2;CAJ21199.2;ALD83711.1
CHM_08400	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0001857	Aspergillus sp. CLMG-2019a	QBE85649.1	BuaA	3987	1	3	98.0875	97.8954	98.2797	0.295	False		H5968_00850;QBE85649.1;H5968_00880
CHM_05640	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0000133	Amycolatopsis orientalis	AFI57028.1	QmnRg4	935	2	3	98.0849	97.1722	98.9977	0.2867	False		AAD37452.1;AAC26133.1;AFI57028.1
CHM_07465	BGC0001005	Bacillus subtilis	locillomycin	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04322	polyketide synthase	5195	4	7	98.0816	92.6649	99.8584	0.2461	False		AHI59105.1;AHI59107.1;AHI59108.1;AHI59109.1;MYSTI_04322;AHI59114.1;AHI59115.1
CHM_04233	BGC0000113	Streptomyces caelestis	niddamycin	BGC0001677	Penicillium roqueforti	API82663.1	putative P450 monooxygenase and putative metallo-beta-lactamase superfamily II	739	3	5	98.0764	96.4057	99.3372	0.2808	False		AAC46024.1;AAC46025.1;AAC46026.1;API82663.1;AAC46028.1
CHM_09689	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus	AAM78012.1	warhead-forming iterative polyketide synthase	1977	2	5	98.0748	96.2891	99.5671	0.27	False		QKW94305.1;QKW94294.1;AAM78012.1;QKW94281.1;QKW94285.1
CHM_05721	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0002141	Streptomyces bottropensis DO-45	AKT74287.1	TxnRr2	500	2	3	98.0693	97.1722	98.9663	0.2883	False		AAD37452.1;AAC26133.1;AKT74287.1
CHM_08263	BGC0002324	Archangium violaceum	myxochelin B	BGC0000252	Streptomyces griseus subsp. griseus	AAC26133.1	putative diester hydrolase	569	2	3	98.0666	97.6184	98.5149	0.295	False		JQX13_35810;JQX13_35820;AAC26133.1
CHM_01597	BGC0000383	Photorhabdus laumondii subsp. laumondii TTO1	luminmycin A	BGC0000252	Streptomyces griseus subsp. griseus	AAD37452.1	putative ketoacyl reductase	533	2	6	98.0657	92.5037	99.9584	0.2193	False		PluTT01m_09560;PluTT01m_09655;AAD37452.1;PluTT01m_09685;PluTT01m_09690;PluTT01m_09695
CHM_04461	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002869	Streptomyces sp. CB04723	HXS80_03465	non-ribosomal peptide synthetase	919	3	4	98.0582	95.9289	99.8464	0.2622	False		CAM59601.1;CAJ21198.2;CAJ21199.2;HXS80_03465
CHM_05757	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33795	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	1227	2	3	98.0533	97.1722	98.9344	0.29	False		AAD37452.1;AAC26133.1;IF70_RS33795
CHM_04525	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002141	Streptomyces bottropensis DO-45	AKT74269.1	TxnP2	543	3	4	98.0497	95.9289	99.8209	0.2644	False		CAM59601.1;CAJ21198.2;CAJ21199.2;AKT74269.1
CHM_09507	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002083	Burkholderia gladioli	LvStA_05071	Asparagine synthetase [glutamine-hydrolyzing] 1	665	0	5	98.0486	95.9289	99.9961	0.2225	False		LvStA_05071;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_07592	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000122	Nannocystis pusilla	AHN85651.1	Phn2	7362	1	6	98.047	96.0507	99.9754	0.256	False		QPP46759.1;AHN85651.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_01482	BGC0000383	Photorhabdus laumondii subsp. laumondii TTO1	luminmycin A	BGC0000032	Streptomyces chartreusis NRRL 3882	AEH42491.1	polyketide synthase	3956	2	6	98.0463	92.5037	99.9584	0.2333	False		PluTT01m_09560;PluTT01m_09655;AEH42491.1;PluTT01m_09685;PluTT01m_09690;PluTT01m_09695
CHM_07625	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001828	Streptomyces griseus	ANZ22989.1	ZinF	3734	4	6	98.042	93.5237	99.9754	0.214	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;ANZ22989.1;QPP46760.1
CHM_04498	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001857	Aspergillus sp. CLMG-2019a	QBE85649.1	BuaA	3987	0	4	98.0391	96.6894	99.0286	0.29	False		QBE85649.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_04602	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000117	Streptomyces avermitilis	BAB69189.1	luxR-family transcriptional regulatory protein	931	0	4	98.0391	96.6894	99.0286	0.29	False		BAB69189.1;CAJ21198.2;CAJ21199.2;CAM59606.1
CHM_04453	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002083	Burkholderia gladioli	LvStA_05073	Polyketide biosynthesis protein BaeE	1119	3	4	98.0357	95.9289	99.7789	0.2678	False		CAM59601.1;CAJ21198.2;CAJ21199.2;LvStA_05073
CHM_04576	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001073	Micromonospora sp. TP-A0468	AFJ52660.1	nonribosomal peptide synthetase	520	2	4	98.0342	95.9289	99.1761	0.28	False		CAM59601.1;CAJ21198.2;AFJ52660.1;CAM59606.1
CHM_09547	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000038	Streptomyces coelicolor A3(2)	CAD55505.1	putative acyl-CoA carboxylase complex A subunit	590	0	5	98.0338	95.9289	99.9801	0.2325	False		CAD55505.1;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_09647	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002324	Archangium violaceum	JQX13_35830	TonB-dependent siderophore myxochelin receptor MxcH	845	0	5	98.0318	95.9289	99.9801	0.2333	False		JQX13_35830;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_04851	BGC0001544	Aspergillus campestris IBT 28561	chlorflavonin	BGC0001971	Okeania hirsuta	AZH23819.1	MgiR	2008	0	3	98.0265	96.2891	99.7639	0.2583	False		AZH23819.1;P168DRAFT_331182;P168DRAFT_294109
CHM_09692	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001162	Moorea producens JHB	AHH34189.1	polyketide synthase	2294	0	5	98.0224	95.9289	99.9801	0.2367	False		AHH34189.1;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_05733	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0001827	Sarocladium sp. 'schorii'	AWM95789.1	non-reduciing polyketide synthase methylorcinaldehyde synthase	2729	2	3	98.0207	97.1722	98.8692	0.2933	False		AAD37452.1;AAC26133.1;AWM95789.1
CHM_04552	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002734	Aspergillus terreus NIH2624	ATEG_03630	predicted protein	1069	2	4	98.0164	95.9289	99.9646	0.2544	False		CAM59601.1;CAJ21198.2;ATEG_03630;CAM59606.1
CHM_04465	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001677	Penicillium roqueforti	API82663.1	putative P450 monooxygenase and putative metallo-beta-lactamase superfamily II	739	3	4	98.0148	95.9289	99.7161	0.2722	False		CAM59601.1;CAJ21198.2;CAJ21199.2;API82663.1
CHM_09532	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001828	Streptomyces griseus	ANZ22987.1	ZinD	3188	0	5	98.0141	95.9289	99.9801	0.2392	False		ANZ22987.1;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_09670	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001073	Micromonospora sp. TP-A0468	AFJ52712.1	SNF2/RAD54 family helicase	929	3	5	98.0128	92.9827	99.9801	0.2225	False		QKW94305.1;QKW94294.1;QKW94304.1;AFJ52712.1;QKW94285.1
CHM_09694	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001162	Moorea producens JHB	AHH34189.1	polyketide synthase	2294	2	5	98.0118	96.2891	99.9879	0.2508	False		QKW94305.1;QKW94294.1;AHH34189.1;QKW94281.1;QKW94285.1
CHM_09631	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001005	Bacillus subtilis	AHI59110.1	locillomycin synthase C	2126	4	5	98.0059	95.9289	99.9801	0.2525	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AHI59110.1
CHM_09636	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002500	Streptomyces pactum	QPP46749.1	polyketide synthase	1838	4	5	98.0059	95.9289	99.9801	0.2525	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;QPP46749.1
CHM_09681	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000275	Streptomyces glaucescens	AAA67509.1	tetracenomycin C resistance and export protein	538	4	5	98.0059	95.9289	99.9801	0.2525	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AAA67509.1
CHM_09512	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04254	FAD binding domain containing protein	540	0	5	98.0014	95.9289	99.9801	0.2425	False		PTRG_04254;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_09657	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000186	Burkholderia thailandensis E264	BTH_II1665	polyketide synthase, putative	4649	0	5	98.0014	95.9289	99.9801	0.2425	False		BTH_II1665;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_09687	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus	AAM77986.1	iterative type I polyketide synthase	1753	0	5	97.9979	95.9289	99.9801	0.2433	False		AAM77986.1;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_04496	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001544	Aspergillus campestris IBT 28561	P168DRAFT_323099	hypothetical protein	2756	2	4	97.9974	95.9289	99.6639	0.2756	False		CAM59601.1;CAJ21198.2;P168DRAFT_323099;CAM59606.1
CHM_08982	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000967	uncultured Candidatus Entotheonella sp.	BAP05591.1	CalC	4626	0	3	97.9958	97.2236	98.7679	0.2967	False		BAP05591.1;AFJ52712.1;AFJ52700.1
CHM_04597	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus	AAM77987.1	adenylate ligase	558	3	4	97.9913	95.9289	99.6455	0.2767	False		CAM59601.1;CAJ21198.2;CAJ21199.2;AAM77987.1
CHM_09617	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04327	alpha keto acid dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase	580	0	5	97.9905	95.9289	99.9801	0.245	False		MYSTI_04327;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_09035	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0001544	Aspergillus campestris IBT 28561	P168DRAFT_323099	hypothetical protein	2756	2	3	97.9781	97.1203	98.8359	0.2967	False		AFJ52660.1;AFJ52712.1;P168DRAFT_323099
CHM_06327	BGC0002141	Streptomyces bottropensis DO-45	trioxacarcin A	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33710	AMP-binding protein	617	2	5	97.9711	93.8982	99.8584	0.2558	False		AKT74259.1;AKT74266.1;IF70_RS33710;AKT74272.1;AKT74287.1
CHM_09099	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0002342	Myxococcus xanthus	QKW94305.1	AMP-dependent synthetase/ligase	1216	0	3	97.9701	97.1722	98.7679	0.2983	False		QKW94305.1;AFJ52712.1;AFJ52700.1
CHM_09607	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001299	Sorangium cellulosum	ALD83703.1	tAT polyketide synthase	7601	0	5	97.9609	95.9289	99.9801	0.2508	False		ALD83703.1;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_07677	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000252	Streptomyces griseus subsp. griseus	AAD37452.1	putative ketoacyl reductase	533	1	6	97.9484	95.489	99.9754	0.2593	False		QPP46759.1;AAD37452.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09078	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000008	Aspergillus flavus	AAS90033.1	VerB	500	0	3	97.9441	97.1203	98.7679	0.3	False		AAS90033.1;AFJ52712.1;AFJ52700.1
CHM_09542	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000040	Streptomyces neyagawaensis	AAZ94390.1	modular polyketide synthase	5006	0	5	97.9413	95.9289	99.9801	0.2542	False		AAZ94390.1;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_09067	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0001827	Sarocladium sp. 'schorii'	AWM95789.1	non-reduciing polyketide synthase methylorcinaldehyde synthase	2729	1	3	97.9403	95.9289	99.9518	0.24	False		AFJ52660.1;AWM95789.1;AFJ52700.1
CHM_09562	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000954	Chondromyces crocatus	CAQ18833.1	polyketide synthase	1580	0	5	97.9361	95.9289	99.9801	0.255	False		CAQ18833.1;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_01502	BGC0000383	Photorhabdus laumondii subsp. laumondii TTO1	luminmycin A	BGC0000163	Streptomyces longisporoflavus	ACR50792.1	putative acyl-CoA synthase	520	2	6	97.9242	92.5037	99.9584	0.2447	False		PluTT01m_09560;PluTT01m_09655;ACR50792.1;PluTT01m_09685;PluTT01m_09690;PluTT01m_09695
CHM_07796	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0000133	Amycolatopsis orientalis	AFI57006.1	QmnA2	1771	2	3	97.9221	96.0507	99.7934	0.2617	False		ATEG_03629;ATEG_03630;AFI57006.1
CHM_08372	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0000105	Streptomyces nanchangensis	AAP42879.1	NanG7	611	0	3	97.9045	96.5773	99.2317	0.2917	False		AAP42879.1;H5968_00855;H5968_00880
CHM_07572	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000967	uncultured Candidatus Entotheonella sp.	BAP05577.1	CalU	706	1	6	97.9038	95.0282	99.9754	0.2493	False		QPP46759.1;BAP05577.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_05002	BGC0001857	Aspergillus sp. CLMG-2019a	burnettramic acid A	BGC0000133	Amycolatopsis orientalis	AFI57030.1	exodeoxyribonuclease	734	1	3	97.8964	96.4057	99.3871	0.2867	False		QBE85643.1;AFI57030.1;QBE85649.1
CHM_09380	BGC0000275	Streptomyces glaucescens	tetracenomycin C	BGC0002083	Burkholderia gladioli	LvStA_05073	Polyketide biosynthesis protein BaeE	1119	1	2	97.8954	97.8954	97.8954	0.31	False		AAA67509.1;LvStA_05073
CHM_09382	BGC0000275	Streptomyces glaucescens	tetracenomycin C	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04244	lovastatin nonaketide synthase	3875	1	2	97.8954	97.8954	97.8954	0.31	False		AAA67509.1;PTRG_04244
CHM_04564	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002480	Sphaerospermopsis sp. LEGE 00249	H5968_00880	fatty acyl-AMP ligase	626	2	4	97.8912	95.9289	99.1185	0.2944	False		CAM59601.1;CAJ21198.2;H5968_00880;CAM59606.1
CHM_09597	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002021	Actinoplanes missouriensis 431	AMIS_50690	putative ABC transporter ATPase and permease protein	576	0	5	97.8901	95.9289	99.9801	0.2617	False		AMIS_50690;QKW94294.1;QKW94304.1;QKW94281.1;QKW94285.1
CHM_07780	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus	AAM77988.1	membrane protein	720	4	6	97.8893	91.6748	99.9754	0.2147	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;AAM77988.1;QPP46760.1
CHM_07634	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000040	Streptomyces neyagawaensis	AAZ94387.1	modular polyketide synthase	4825	3	6	97.8803	91.4188	99.9754	0.2173	False		QPP46759.1;QPP46749.1;QPP46750.1;AAZ94387.1;QPP46758.1;QPP46760.1
CHM_04513	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0000252	Streptomyces griseus subsp. griseus	AAC26133.1	putative diester hydrolase	569	3	4	97.88	95.9289	99.3116	0.2933	False		CAM59601.1;CAJ21198.2;CAJ21199.2;AAC26133.1
CHM_07731	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002324	Archangium violaceum	JQX13_35830	TonB-dependent siderophore myxochelin receptor MxcH	845	0	6	97.8777	94.8927	99.9754	0.25	False		JQX13_35830;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04983	BGC0001544	Aspergillus campestris IBT 28561	chlorflavonin	BGC0002342	Myxococcus xanthus	QKW94294.1	short-chain dehydrogenase/reductase SDR	921	0	3	97.8769	95.99	99.7639	0.2667	False		QKW94294.1;P168DRAFT_331182;P168DRAFT_294109
CHM_05074	BGC0001857	Aspergillus sp. CLMG-2019a	burnettramic acid A	BGC0000252	Streptomyces griseus subsp. griseus	AAC26133.1	putative diester hydrolase	569	1	3	97.8769	95.99	99.7639	0.2667	False		QBE85643.1;AAC26133.1;QBE85649.1
CHM_01994	BGC0002237	Aspergillus oryzae RIB40	dichlorodiaporthin	BGC0002869	Streptomyces sp. CB04723	HXS80_03465	non-ribosomal peptide synthetase	919	1	3	97.8768	97.4738	98.2797	0.31	False		AO090701000525;HXS80_03465;AO090701000530
CHM_02036	BGC0002237	Aspergillus oryzae RIB40	dichlorodiaporthin	BGC0000252	Streptomyces griseus subsp. griseus	AAD37452.1	putative ketoacyl reductase	533	1	3	97.867	95.7429	99.9911	0.2317	False		AO090701000525;AAD37452.1;AO090701000530
CHM_07686	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002021	Actinoplanes missouriensis 431	AMIS_50350	putative beta-ketoacyl synthase	593	0	6	97.864	94.8243	99.9754	0.2507	False		AMIS_50350;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07617	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000105	Streptomyces nanchangensis	AAP42860.1	NanA6	1665	1	6	97.8606	94.8243	99.9754	0.2527	False		QPP46759.1;AAP42860.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07610	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002869	Streptomyces sp. CB04723	HXS80_03465	non-ribosomal peptide synthetase	919	4	6	97.8604	89.7217	99.9754	0.1893	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;HXS80_03465;QPP46760.1
CHM_02852	BGC0001677	Penicillium roqueforti	mycophenolic acid	BGC0000967	uncultured Candidatus Entotheonella sp.	BAP05591.1	CalC	4626	0	2	97.8504	97.8504	97.8504	0.3133	False		BAP05591.1;API82664.1
CHM_09585	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001729	Penicillium brasilianum	BAV69301.1	putative transcription factor	720	3	5	97.8497	93.8241	99.9801	0.2533	False		QKW94305.1;QKW94294.1;QKW94304.1;BAV69301.1;QKW94285.1
CHM_05128	BGC0001857	Aspergillus sp. CLMG-2019a	burnettramic acid A	BGC0000275	Streptomyces glaucescens	AAA67509.1	tetracenomycin C resistance and export protein	538	1	3	97.8483	97.7126	97.984	0.3133	False		QBE85643.1;AAA67509.1;QBE85649.1
CHM_09478	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001001	Lyngbya majuscula	AAS98777.1	JamE	1730	1	5	97.847	95.9289	99.9113	0.2733	False		QKW94305.1;AAS98777.1;QKW94304.1;QKW94281.1;QKW94285.1
